id,year,gender,place,state,stateClass,indiaClass,area,areaClass
3286,2008,Male,Chandigarh,Chandigarh,chandigarh,india,Literature and Education,literature-education
2995,2005,Male,Chandigarh,Chandigarh,chandigarh,india,Literature and Education,literature-education
3113,2006,Male,Chandigarh,Chandigarh,chandigarh,india,Literature and Education,literature-education
1013,1972,Male,Chandigarh,Chandigarh,chandigarh,india,Literature and Education,literature-education
694,1969,Male,Chandigarh,Chandigarh,chandigarh,india,Literature and Education,literature-education
3456,2009,Male,Chandigarh,Chandigarh,chandigarh,india,Literature and Education,literature-education
1580,1982,Male,Chandigarh,Chandigarh,chandigarh,india,Literature and Education,literature-education
116,1957,Male,Chandigarh,Chandigarh,chandigarh,india,Literature and Education,literature-education
905,1971,Male,Chandigarh,Chandigarh,chandigarh,india,Literature and Education,literature-education
3190,2007,Male,Chattisgarh,Chattisgarh,chattisgarh,india,Literature and Education,literature-education
1429,1976,Male,Chattisgarh,Chattisgarh,chattisgarh,india,Literature and Education,literature-education
3588,2010,Male,Chattisgarh,Chattisgarh,chattisgarh,india,Literature and Education,literature-education
563,1967,Male,Goa,Goa,goa,india,Literature and Education,literature-education
4189,2015,Male,Goa,Goa,goa,india,Literature and Education,literature-education
3576,2010,Female,Goa,Goa,goa,india,Literature and Education,literature-education
2682,2002,Male,Goa,Goa,goa,india,Literature and Education,literature-education
3299,2008,Male,Goa,Goa,goa,india,Literature and Education,literature-education
3592,2010,Male,Goa,Goa,goa,india,Literature and Education,literature-education
3502,2009,Male,Goa,Goa,goa,india,Literature and Education,literature-education
2896,2004,Male,Gujarat,Gujarat,gujarat,india,Literature and Education,literature-education
1351,1975,Male,Gujarat,Gujarat,gujarat,india,Literature and Education,literature-education
3184,2007,Male,Gujarat,Gujarat,gujarat,india,Literature and Education,literature-education
3344,2008,Male,Gujarat,Gujarat,gujarat,india,Literature and Education,literature-education
565,1967,Male,Gujarat,Gujarat,gujarat,india,Literature and Education,literature-education
4266,2016,Male,Gujarat,Gujarat,gujarat,india,Literature and Education,literature-education
4266,2017,Male,Gujarat,Gujarat,gujarat,india,Literature and Education,literature-education
2245,1992,Male,Gujarat,Gujarat,gujarat,india,Literature and Education,literature-education
3948,2013,Male,Gujarat,Gujarat,gujarat,india,Literature and Education,literature-education
3991,2014,Male,Gujarat,Gujarat,gujarat,india,Literature and Education,literature-education
327,1962,Male,Gujarat,Gujarat,gujarat,india,Literature and Education,literature-education
2261,1992,Female,Gujarat,Gujarat,gujarat,india,Literature and Education,literature-education
4063,2014,Male,Gujarat,Gujarat,gujarat,india,Literature and Education,literature-education
4171,2015,Male,Gujarat,Gujarat,gujarat,india,Literature and Education,literature-education
1654,1983,Male,Gujarat,Gujarat,gujarat,india,Literature and Education,literature-education
539,1967,Male,Gujarat,Gujarat,gujarat,india,Literature and Education,literature-education
1419,1976,Male,Gujarat,Gujarat,gujarat,india,Literature and Education,literature-education
2872,2004,Male,Gujarat,Gujarat,gujarat,india,Literature and Education,literature-education
169,1958,Male,Gujarat,Gujarat,gujarat,india,Literature and Education,literature-education
3697,2011,Male,Gujarat,Gujarat,gujarat,india,Literature and Education,literature-education
3103,2006,Male,Gujarat,Gujarat,gujarat,india,Literature and Education,literature-education
1249,1974,Male,Gujarat,Gujarat,gujarat,india,Literature and Education,literature-education
4208,2015,Male,Gujarat,Gujarat,gujarat,india,Literature and Education,literature-education
3066,2006,Male,Haryana,Haryana,haryana,india,Literature and Education,literature-education
4282,2016,Male,Haryana,Haryana,haryana,india,Literature and Education,literature-education
4282,2017,Male,Haryana,Haryana,haryana,india,Literature and Education,literature-education
3833,2012,Male,Haryana,Haryana,haryana,india,Literature and Education,literature-education
2955,2005,Male,Haryana,Haryana,haryana,india,Literature and Education,literature-education
3292,2008,Male,Haryana,Haryana,haryana,india,Literature and Education,literature-education
2743,2002,Male,Haryana,Haryana,haryana,india,Literature and Education,literature-education
2056,1990,Male,Himachal Pradesh,Himachal Pradesh,himachal-pradesh,india,Literature and Education,literature-education
4145,2015,Male,Himachal Pradesh,Himachal Pradesh,himachal-pradesh,india,Literature and Education,literature-education
3719,2011,Male,Himachal Pradesh,Himachal Pradesh,himachal-pradesh,india,Literature and Education,literature-education
2523,2000,Male,Jammu & Kashmir,Jammu & Kashmir,jammu-kashmir,india,Literature and Education,literature-education
631,1968,Male,Jammu & Kashmir,Jammu & Kashmir,jammu-kashmir,india,Literature and Education,literature-education
3001,2005,Male,Jammu & Kashmir,Jammu & Kashmir,jammu-kashmir,india,Literature and Education,literature-education
3343,2008,Male,Jammu & Kashmir,Jammu & Kashmir,jammu-kashmir,india,Literature and Education,literature-education
304,1962,Male,Jammu & Kashmir,Jammu & Kashmir,jammu-kashmir,india,Literature and Education,literature-education
2967,2005,Male,Jammu & Kashmir,Jammu & Kashmir,jammu-kashmir,india,Literature and Education,literature-education
3603,2010,Male,Jammu & Kashmir,Jammu & Kashmir,jammu-kashmir,india,Literature and Education,literature-education
3569,2010,Male,Jammu & Kashmir,Jammu & Kashmir,jammu-kashmir,india,Literature and Education,literature-education
3091,2006,Female,Jammu & Kashmir,Jammu & Kashmir,jammu-kashmir,india,Literature and Education,literature-education
1982,1989,Male,Jammu & Kashmir,Jammu & Kashmir,jammu-kashmir,india,Literature and Education,literature-education
1430,1976,Male,Jammu & Kashmir,Jammu & Kashmir,jammu-kashmir,india,Literature and Education,literature-education
3714,2011,Male,Jammu & Kashmir,Jammu & Kashmir,jammu-kashmir,india,Literature and Education,literature-education
2052,1990,Male,Jammu & Kashmir,Jammu & Kashmir,jammu-kashmir,india,Literature and Education,literature-education
3716,2011,Male,Jammu & Kashmir,Jammu & Kashmir,jammu-kashmir,india,Literature and Education,literature-education
4073,2014,Male,Jammu & Kashmir,Jammu & Kashmir,jammu-kashmir,india,Literature and Education,literature-education
3332,2008,Male,Jammu & Kashmir,Jammu & Kashmir,jammu-kashmir,india,Literature and Education,literature-education
3404,2009,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
2432,1999,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
3158,2007,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
610,1968,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
178,1959,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
2373,1998,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
2480,2000,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
464,1965,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
888,1971,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
1926,1988,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
2567,2001,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
2898,2004,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
1155,1973,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
3347,2008,Female,Kerala,Kerala,kerala,india,Literature and Education,literature-education
2972,2005,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
1258,1974,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
3010,2005,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
1363,1975,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
1175,1973,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
3055,2006,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
4193,2015,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
1875,1987,Female,Kerala,Kerala,kerala,india,Literature and Education,literature-education
3646,2011,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
2391,1998,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
2779,2003,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
2925,2004,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
3824,2012,Female,Kerala,Kerala,kerala,india,Literature and Education,literature-education
1159,1973,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
556,1967,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
3134,2006,Female,Kerala,Kerala,kerala,india,Literature and Education,literature-education
1738,1984,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
1765,1985,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
1268,1974,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
1595,1982,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
32,1954,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
3328,2008,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
4075,2014,Male,Kerala,Kerala,kerala,india,Literature and Education,literature-education
3468,2009,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
2441,1999,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
1078,1972,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
3602,2010,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
252,1961,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
4147,2015,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
1793,1985,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
1092,1972,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
2291,1992,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
806,1970,Female,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
354,1963,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
2823,2003,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
2990,2005,Female,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
512,1966,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
2194,1991,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
2874,2004,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
1262,1974,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
2428,1999,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
156,1958,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
1131,1972,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
874,1971,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
3865,2012,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
490,1966,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Literature and Education,literature-education
2042,1990,Male,Manipur,Manipur,manipur,india,Literature and Education,literature-education
1789,1985,Male,Manipur,Manipur,manipur,india,Literature and Education,literature-education
940,1971,Male,Manipur,Manipur,manipur,india,Literature and Education,literature-education
2528,2000,Male,Manipur,Manipur,manipur,india,Literature and Education,literature-education
1898,1987,Male,Manipur,Manipur,manipur,india,Literature and Education,literature-education
1450,1976,Female,Manipur,Manipur,manipur,india,Literature and Education,literature-education
2273,1992,Male,Manipur,Manipur,manipur,india,Literature and Education,literature-education
2461,1999,Male,Manipur,Manipur,manipur,india,Literature and Education,literature-education
4102,2014,Male,Manipur,Manipur,manipur,india,Literature and Education,literature-education
3594,2010,Female,Meghalaya,Meghalaya,meghalaya,india,Literature and Education,literature-education
1508,1977,Female,Meghalaya,Meghalaya,meghalaya,india,Literature and Education,literature-education
2897,2004,Male,Meghalaya,Meghalaya,meghalaya,india,Literature and Education,literature-education
3011,2005,Male,Meghalaya,Meghalaya,meghalaya,india,Literature and Education,literature-education
2964,2005,Male,Meghalaya,Meghalaya,meghalaya,india,Literature and Education,literature-education
3755,2011,Female,Mizoram,Mizoram,mizoram,india,Literature and Education,literature-education
4080,2014,Male,Mizoram,Mizoram,mizoram,india,Literature and Education,literature-education
2998,2005,Male,Mizoram,Mizoram,mizoram,india,Literature and Education,literature-education
3952,2013,Male,Mizoram,Mizoram,mizoram,india,Literature and Education,literature-education
1797,1985,Male,Mizoram,Mizoram,mizoram,india,Literature and Education,literature-education
1906,1987,Female,Mizoram,Mizoram,mizoram,india,Literature and Education,literature-education
3148,2007,Male,Mizoram,Mizoram,mizoram,india,Literature and Education,literature-education
2403,1998,Female,Mizoram,Mizoram,mizoram,india,Literature and Education,literature-education
3487,2009,Male,Mizoram,Mizoram,mizoram,india,Literature and Education,literature-education
3099,2006,Male,Mizoram,Mizoram,mizoram,india,Literature and Education,literature-education
3625,2010,Male,Mizoram,Mizoram,mizoram,india,Literature and Education,literature-education
1858,1986,Female,Mizoram,Mizoram,mizoram,india,Literature and Education,literature-education
2535,2000,Male,Mizoram,Mizoram,mizoram,india,Literature and Education,literature-education
2190,1991,Male,Mizoram,Mizoram,mizoram,india,Literature and Education,literature-education
3830,2012,Male,Mizoram,Mizoram,mizoram,india,Literature and Education,literature-education
1728,1984,Male,Nagaland,Nagaland,nagaland,india,Literature and Education,literature-education
2824,2003,Male,Nagaland,Nagaland,nagaland,india,Literature and Education,literature-education
227,1960,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
1839,1986,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
1524,1981,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
4297,2016,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
4297,2017,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
3481,2009,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
887,1971,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
1407,1976,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
76,1955,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
575,1967,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
265,1961,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
56,1955,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
3181,2007,Female,Odisha,Odisha,odisha,india,Literature and Education,literature-education
2083,1990,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
616,1968,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
3070,2006,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
1296,1974,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
2763,2003,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
3644,2011,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
338,1962,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
3326,2008,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
2204,1991,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
2016,1990,Male,Odisha,Odisha,odisha,india,Literature and Education,literature-education
3460,2009,Male,Puducherry,Puducherry,puducherry,india,Literature and Education,literature-education
2647,2001,Male,Puducherry,Puducherry,puducherry,india,Literature and Education,literature-education
1764,1985,Male,Puducherry,Puducherry,puducherry,india,Literature and Education,literature-education
932,1971,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
4229,2016,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
4229,2017,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
478,1966,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
2884,2004,Female,Punjab,Punjab,punjab,india,Literature and Education,literature-education
815,1970,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
1674,1984,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
1755,1985,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
2381,1998,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
1380,1976,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
1248,1974,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
1327,1975,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
953,1971,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
730,1969,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
24,1954,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
1700,1984,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
1890,1987,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
2156,1991,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
3816,2012,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
2090,1990,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
84,1956,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
853,1970,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
783,1970,Male,Punjab,Punjab,punjab,india,Literature and Education,literature-education
3543,2010,Male,Rajasthan,Rajasthan,rajasthan,india,Literature and Education,literature-education
3686,2011,Male,Rajasthan,Rajasthan,rajasthan,india,Literature and Education,literature-education
1568,1982,Male,Rajasthan,Rajasthan,rajasthan,india,Literature and Education,literature-education
463,1965,Male,Rajasthan,Rajasthan,rajasthan,india,Literature and Education,literature-education
1658,1983,Male,Rajasthan,Rajasthan,rajasthan,india,Literature and Education,literature-education
406,1964,Male,Rajasthan,Rajasthan,rajasthan,india,Literature and Education,literature-education
1742,1984,Female,Rajasthan,Rajasthan,rajasthan,india,Literature and Education,literature-education
267,1961,Male,Rajasthan,Rajasthan,rajasthan,india,Literature and Education,literature-education
149,1958,Male,Rajasthan,Rajasthan,rajasthan,india,Literature and Education,literature-education
79,1955,Female,Rajasthan,Rajasthan,rajasthan,india,Literature and Education,literature-education
1506,1977,Male,Rajasthan,Rajasthan,rajasthan,india,Literature and Education,literature-education
102,1956,Male,Rajasthan,Rajasthan,rajasthan,india,Literature and Education,literature-education
3247,2007,Male,Rajasthan,Rajasthan,rajasthan,india,Literature and Education,literature-education
3057,2006,Male,Rajasthan,Rajasthan,rajasthan,india,Literature and Education,literature-education
3006,2005,Male,Sikkim,Sikkim,sikkim,india,Literature and Education,literature-education
3845,2012,Male,Sikkim,Sikkim,sikkim,india,Literature and Education,literature-education
3492,2009,Male,Sikkim,Sikkim,sikkim,india,Literature and Education,literature-education
1167,1973,Male,Telangana,Telangana,telangana,india,Literature and Education,literature-education
2565,2001,Male,Telangana,Telangana,telangana,india,Literature and Education,literature-education
2659,2002,Male,Telangana,Telangana,telangana,india,Literature and Education,literature-education
2849,2004,Male,Telangana,Telangana,telangana,india,Literature and Education,literature-education
1482,1977,Male,Telangana,Telangana,telangana,india,Literature and Education,literature-education
2236,1992,Male,Telangana,Telangana,telangana,india,Literature and Education,literature-education
1153,1973,Male,Telangana,Telangana,telangana,india,Literature and Education,literature-education
2655,2001,Female,Telangana,Telangana,telangana,india,Literature and Education,literature-education
4067,2014,Male,Telangana,Telangana,telangana,india,Literature and Education,literature-education
3233,2007,Male,Telangana,Telangana,telangana,india,Literature and Education,literature-education
3715,2011,Male,Telangana,Telangana,telangana,india,Literature and Education,literature-education
4226,2016,Male,Telangana,Telangana,telangana,india,Literature and Education,literature-education
4226,2017,Male,Telangana,Telangana,telangana,india,Literature and Education,literature-education
515,1966,Male,Telangana,Telangana,telangana,india,Literature and Education,literature-education
2132,1991,Female,Telangana,Telangana,telangana,india,Literature and Education,literature-education
2577,2001,Male,Telangana,Telangana,telangana,india,Literature and Education,literature-education
1766,1985,Male,Telangana,Telangana,telangana,india,Literature and Education,literature-education
3708,2011,Male,Uttarakhand,Uttarakhand,uttarakhand,india,Literature and Education,literature-education
3842,2012,Male,Uttarakhand,Uttarakhand,uttarakhand,india,Literature and Education,literature-education
1723,1984,Male,Uttarakhand,Uttarakhand,uttarakhand,india,Literature and Education,literature-education
2024,1990,Male,Uttarakhand,Uttarakhand,uttarakhand,india,Literature and Education,literature-education
2918,2004,Male,Uttarakhand,Uttarakhand,uttarakhand,india,Literature and Education,literature-education
2463,1999,Male,Uttarakhand,Uttarakhand,uttarakhand,india,Literature and Education,literature-education
4010,2014,Male,Uttarakhand,Uttarakhand,uttarakhand,india,Literature and Education,literature-education
3215,2007,Male,Uttarakhand,Uttarakhand,uttarakhand,india,Literature and Education,literature-education
105,1956,Male,Uttarakhand,Uttarakhand,uttarakhand,india,Literature and Education,literature-education
2447,1999,Male,Andaman & Nicobar,Andaman & Nicobar,andaman-nicobar,india,Medicine,medicine
1693,1984,Male,Andhra Pradesh,Andhra Pradesh,andhra-pradesh,india,Medicine,medicine
1404,1976,Male,Andhra Pradesh,Andhra Pradesh,andhra-pradesh,india,Medicine,medicine
796,1970,Male,Andhra Pradesh,Andhra Pradesh,andhra-pradesh,india,Medicine,medicine
264,1961,Female,Andhra Pradesh,Andhra Pradesh,andhra-pradesh,india,Medicine,medicine
291,1962,Male,Andhra Pradesh,Andhra Pradesh,andhra-pradesh,india,Medicine,medicine
4259,2016,Male,Andhra Pradesh,Andhra Pradesh,andhra-pradesh,india,Medicine,medicine
4259,2017,Male,Andhra Pradesh,Andhra Pradesh,andhra-pradesh,india,Medicine,medicine
1914,1988,Male,Andhra Pradesh,Andhra Pradesh,andhra-pradesh,india,Medicine,medicine
748,1969,Male,Andhra Pradesh,Andhra Pradesh,andhra-pradesh,india,Medicine,medicine
34,1954,Male,Assam,Assam,assam,india,Medicine,medicine
2272,1992,Male,Assam,Assam,assam,india,Medicine,medicine
1699,1984,Male,Assam,Assam,assam,india,Medicine,medicine
360,1963,Male,Assam,Assam,assam,india,Medicine,medicine
1627,1983,Male,Assam,Assam,assam,india,Medicine,medicine
868,1971,Male,Bihar,Bihar,bihar,india,Medicine,medicine
1571,1982,Male,Bihar,Bihar,bihar,india,Medicine,medicine
295,1962,Male,Bihar,Bihar,bihar,india,Medicine,medicine
2870,2004,Male,Bihar,Bihar,bihar,india,Medicine,medicine
3314,2008,Male,Bihar,Bihar,bihar,india,Medicine,medicine
3806,2012,Male,Bihar,Bihar,bihar,india,Medicine,medicine
1257,1974,Male,Bihar,Bihar,bihar,india,Medicine,medicine
4030,2014,Male,Bihar,Bihar,bihar,india,Medicine,medicine
391,1964,Male,Bihar,Bihar,bihar,india,Medicine,medicine
4153,2015,Male,Bihar,Bihar,bihar,india,Medicine,medicine
3579,2010,Male,Bihar,Bihar,bihar,india,Medicine,medicine
299,1962,Male,Bihar,Bihar,bihar,india,Medicine,medicine
495,1966,Male,Bihar,Bihar,bihar,india,Medicine,medicine
1632,1983,Male,Bihar,Bihar,bihar,india,Medicine,medicine
3341,2008,Male,Bihar,Bihar,bihar,india,Medicine,medicine
2801,2003,Male,Bihar,Bihar,bihar,india,Medicine,medicine
2262,1992,Female,Chandigarh,Chandigarh,chandigarh,india,Medicine,medicine
3212,2007,Male,Chandigarh,Chandigarh,chandigarh,india,Medicine,medicine
3281,2008,Male,Chandigarh,Chandigarh,chandigarh,india,Medicine,medicine
3044,2006,Male,Chandigarh,Chandigarh,chandigarh,india,Medicine,medicine
2511,2000,Male,Chandigarh,Chandigarh,chandigarh,india,Medicine,medicine
1628,1983,Male,Chandigarh,Chandigarh,chandigarh,india,Medicine,medicine
1577,1982,Male,Chandigarh,Chandigarh,chandigarh,india,Medicine,medicine
1056,1972,Female,Chandigarh,Chandigarh,chandigarh,india,Medicine,medicine
1902,1987,Male,Chandigarh,Chandigarh,chandigarh,india,Medicine,medicine
4162,2015,Male,Chandigarh,Chandigarh,chandigarh,india,Medicine,medicine
2867,2004,Male,Chattisgarh,Chattisgarh,chattisgarh,india,Medicine,medicine
3698,2011,Male,Chattisgarh,Chattisgarh,chattisgarh,india,Medicine,medicine
3815,2012,Male,Daman & Diu,Daman & Diu,daman-diu,india,Medicine,medicine
862,1971,Male,Goa,Goa,goa,india,Medicine,medicine
1552,1981,Female,Gujarat,Gujarat,gujarat,india,Medicine,medicine
97,1956,Male,Gujarat,Gujarat,gujarat,india,Medicine,medicine
4148,2015,Male,Gujarat,Gujarat,gujarat,india,Medicine,medicine
4025,2014,Male,Gujarat,Gujarat,gujarat,india,Medicine,medicine
1341,1975,Male,Gujarat,Gujarat,gujarat,india,Medicine,medicine
4268,2016,Male,Gujarat,Gujarat,gujarat,india,Medicine,medicine
4268,2017,Male,Gujarat,Gujarat,gujarat,india,Medicine,medicine
4179,2015,Male,Gujarat,Gujarat,gujarat,india,Medicine,medicine
1928,1988,Male,Gujarat,Gujarat,gujarat,india,Medicine,medicine
4016,2014,Male,Haryana,Haryana,haryana,india,Medicine,medicine
2492,2000,Male,Haryana,Haryana,haryana,india,Medicine,medicine
2143,1991,Male,Haryana,Haryana,haryana,india,Medicine,medicine
706,1969,Male,Haryana,Haryana,haryana,india,Medicine,medicine
4033,2014,Male,Haryana,Haryana,haryana,india,Medicine,medicine
4055,2014,Male,Haryana,Haryana,haryana,india,Medicine,medicine
3433,2009,Male,Himachal Pradesh,Himachal Pradesh,himachal-pradesh,india,Medicine,medicine
1335,1975,Male,Jammu & Kashmir,Jammu & Kashmir,jammu-kashmir,india,Medicine,medicine
1702,1984,Male,Jammu & Kashmir,Jammu & Kashmir,jammu-kashmir,india,Medicine,medicine
3078,2006,Female,Jammu & Kashmir,Jammu & Kashmir,jammu-kashmir,india,Medicine,medicine
3718,2011,Male,Kerala,Kerala,kerala,india,Medicine,medicine
2347,1992,Male,Kerala,Kerala,kerala,india,Medicine,medicine
3518,2010,Male,Kerala,Kerala,kerala,india,Medicine,medicine
3434,2009,Male,Kerala,Kerala,kerala,india,Medicine,medicine
3805,2012,Male,Kerala,Kerala,kerala,india,Medicine,medicine
384,1964,Male,Kerala,Kerala,kerala,india,Medicine,medicine
3690,2011,Male,Kerala,Kerala,kerala,india,Medicine,medicine
3654,2011,Male,Kerala,Kerala,kerala,india,Medicine,medicine
4177,2015,Male,Kerala,Kerala,kerala,india,Medicine,medicine
1408,1976,Male,Kerala,Kerala,kerala,india,Medicine,medicine
4027,2014,Male,Kerala,Kerala,kerala,india,Medicine,medicine
2607,2001,Male,Kerala,Kerala,kerala,india,Medicine,medicine
1774,1985,Male,Kerala,Kerala,kerala,india,Medicine,medicine
2007,1990,Male,Kerala,Kerala,kerala,india,Medicine,medicine
1334,1975,Female,Kerala,Kerala,kerala,india,Medicine,medicine
1709,1984,Male,Kerala,Kerala,kerala,india,Medicine,medicine
2445,1999,Male,Kerala,Kerala,kerala,india,Medicine,medicine
3527,2010,Male,Kerala,Kerala,kerala,india,Medicine,medicine
68,1955,Male,Kerala,Kerala,kerala,india,Medicine,medicine
3578,2010,Male,Kerala,Kerala,kerala,india,Medicine,medicine
3442,2009,Male,Kerala,Kerala,kerala,india,Medicine,medicine
2799,2003,Male,Kerala,Kerala,kerala,india,Medicine,medicine
3324,2008,Male,Kerala,Kerala,kerala,india,Medicine,medicine
2266,1992,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Medicine,medicine
1177,1973,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Medicine,medicine
1412,1976,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Medicine,medicine
871,1971,Male,Madhya Pradesh,Madhya Pradesh,madhya-pradesh,india,Medicine,medicine
3310,2008,Male,Manipur,Manipur,manipur,india,Medicine,medicine
2644,2001,Male,Manipur,Manipur,manipur,india,Medicine,medicine
4159,2015,Male,Manipur,Manipur,manipur,india,Medicine,medicine
624,1968,Male,Odisha,Odisha,odisha,india,Medicine,medicine
1691,1984,Female,Odisha,Odisha,odisha,india,Medicine,medicine
3082,2006,Male,Odisha,Odisha,odisha,india,Medicine,medicine
